id-area-amoblado-numero_habitaciones-noches_anio-seguro
150001-72,93-0-3-15-1
153782-64,71-1-2-13-3782
153783-61,07-1-2-14-3783
153784-52,80-1-1-18-3784
153785-50,51-0-4-9-3785
153786-65,03-1-3-19-3786
153787-53,79-1-2-1-3787
153788-55,02-0-2-16-3788
153789-77,18-1-3-28-3789
153790-68,10-0-3-6-3790
153791-37,36-0-2-1-3791
153792-79,21-1-4-19-3792
153793-65,94-0-1-23-3793
153794-50,55-0-3-2-3794
153795-67,84-1-4-15-3795
153796-50,15-0-3-20-3796
153797-28,83-1-2-0-3797
153798-57,65-0-1-15-3798
153799-73,50-0-1-29-3799
153800-37,43-1-3-8-3800
153801-60,60-1-1-17-3801
153802-78,65-1-3-28-3802
153803-28,40-0-4-20-3803
153804-34,75-0-3-15-3804
153805-53,46-1-3-5-3805
153806-70,29-0-3-18-3806
153807-60,47-0-3-27-3807
153808-40,09-1-1-8-3808
153809-56,87-0-3-5-3809
153810-44,75-1-2-23-3810
153811-34,69-1-2-20-3811
153812-32,26-0-4-7-3812
153813-33,17-1-4-17-3813
153814-78,99-0-3-27-3814
153815-30,50-1-3-16-3815
153816-71,32-1-1-2-3816
153817-52,06-1-1-20-3817
153818-57,34-1-4-12-3818
153819-26,17-0-3-8-3819
153820-78,88-0-3-8-3820
153821-46,90-0-2-19-3821
153822-75,44-1-1-13-3822
153823-62,11-1-1-17-3823
153824-72,74-1-3-3-3824
153825-74,10-0-3-5-3825
153826-51,33-1-2-9-3826
153827-53,48-0-3-29-3827
153828-79,75-1-2-13-3828
153829-67,40-0-4-23-3829
153830-71,88-0-4-4-3830
153831-26,61-0-1-23-3831
153832-57,55-0-3-29-3832
153833-43,38-1-3-27-3833
153834-25,28-0-1-13-3834
153835-74,46-0-4-20-3835
153836-70,19-0-2-13-3836
153837-30,79-1-2-11-3837
153838-28,63-0-3-19-3838
153839-35,11-0-4-4-3839
153840-74,79-0-3-6-3840
153841-69,43-0-4-25-3841
153842-44,52-0-2-6-3842
153843-79,02-1-3-22-3843
153844-29,85-1-2-14-3844
153845-79,76-1-2-29-3845
153846-74,66-1-3-15-3846
153847-42,04-0-1-0-3847
153848-69,44-0-1-7-3848
153849-52,81-0-4-6-3849
153850-57,06-1-4-29-3850
153851-28,18-0-4-0-3851
153852-73,59-1-3-24-3852
153853-62,75-0-1-5-3853
153854-33,21-0-1-25-3854
153855-50,12-1-4-29-3855
153856-57,84-1-1-28-3856
153857-35,64-1-4-7-3857
153858-71,82-1-4-29-3858
153859-49,39-1-4-25-3859
153860-70,83-0-3-12-3860
153861-33,39-1-1-25-3861
153862-64,53-0-3-17-3862
153863-71,25-1-3-6-3863
153864-67,07-1-4-0-3864
153865-65,50-1-2-8-3865
153866-30,77-0-2-0-3866
153867-50,46-0-1-4-3867
153868-43,19-0-4-15-3868
153869-69,47-1-2-25-3869
153870-52,64-1-1-29-3870
153871-32,02-1-4-22-3871
153872-52,59-0-3-2-3872
153873-50,20-1-3-9-3873
153874-65,27-0-3-20-3874
153875-77,50-1-1-23-3875
153876-29,61-1-3-26-3876
153877-60,04-0-3-9-3877
153878-63,75-0-1-3-3878
153879-43,52-0-4-15-3879
153880-53,92-1-2-12-3880
153881-46,42-1-3-28-3881
153882-77,45-1-3-4-3882
153883-59,34-0-3-24-3883
153884-29,91-1-3-26-3884
153885-48,75-0-4-24-3885
153886-57,17-0-1-13-3886
153887-57,25-1-1-3-3887
153888-26,99-1-1-14-3888
153889-34,45-1-2-3-3889
153890-42,76-0-1-28-3890
153891-65,54-1-2-2-3891
153892-71,34-1-2-20-3892
153893-32,26-1-1-10-3893
153894-67,63-0-1-5-3894
153895-34,07-0-2-23-3895
153896-44,48-0-3-25-3896
153897-53,26-1-2-6-3897
153898-29,12-0-1-21-3898
153899-28,32-0-2-1-3899
153900-36,72-1-1-29-3900
153901-74,44-1-4-17-3901
153902-47,37-1-1-21-3902
153903-35,25-1-2-27-3903
153904-58,81-1-4-10-3904
153905-54,71-1-4-29-3905
153906-77,05-1-3-1-3906
153907-72,40-1-4-18-3907
153908-57,40-0-4-2-3908
153909-71,04-1-3-28-3909
153910-25,31-1-1-7-3910
153911-37,08-1-1-18-3911
153912-41,24-0-2-6-3912
153913-32,69-0-1-12-3913
153914-44,15-0-3-19-3914
153915-30,96-0-4-8-3915
153916-34,27-0-2-22-3916
153917-74,96-0-1-28-3917
153918-41,43-0-4-14-3918
153919-72,05-0-2-5-3919
153920-44,56-1-2-13-3920
153921-75,83-1-1-3-3921
153922-72,29-0-1-7-3922
153923-54,84-0-3-22-3923
153924-62,01-1-4-4-3924
153925-70,78-1-4-28-3925
153926-58,43-1-3-23-3926
153927-25,15-1-2-11-3927
153928-38,63-0-3-6-3928
153929-48,36-1-1-0-3929
153930-76,33-1-4-27-3930
153931-43,29-1-1-27-3931
153932-44,32-1-3-22-3932
153933-70,85-0-4-27-3933
153934-31,10-1-3-6-3934
153935-71,31-0-2-22-3935
153936-28,56-1-1-10-3936
153937-62,12-1-2-5-3937
153938-56,73-0-4-21-3938
153939-50,23-1-1-8-3939
153940-39,23-0-2-10-3940
153941-58,87-1-3-9-3941
153942-39,60-0-3-9-3942
153943-63,78-0-3-20-3943
153944-32,46-1-4-26-3944
153945-27,29-0-1-23-3945
153946-50,35-0-2-13-3946
153947-78,31-0-2-3-3947
153948-69,91-0-4-9-3948
153949-69,48-1-4-1-3949
153950-55,36-1-2-11-3950
153951-75,59-0-1-11-3951
153952-41,68-1-2-29-3952
153953-51,97-1-4-23-3953
153954-55,91-1-3-14-3954
153955-63,78-0-3-13-3955
153956-39,95-1-2-7-3956
153957-53,14-1-4-20-3957
153958-31,00-1-4-10-3958
153959-42,46-0-4-4-3959
153960-79,51-0-3-15-3960
153961-29,43-1-3-5-3961
153962-73,22-1-1-29-3962
153963-63,47-0-3-26-3963
153964-65,25-0-4-21-3964
153965-25,82-0-4-10-3965
153966-31,58-0-2-7-3966
153967-27,84-0-4-1-3967
153968-33,32-1-4-7-3968
153969-64,10-1-3-3-3969
153970-79,61-1-3-1-3970
153971-67,06-0-3-2-3971
153972-58,88-0-2-17-3972
153973-74,50-0-4-24-3973
153974-46,96-0-3-26-3974
153975-57,59-0-2-5-3975
153976-65,75-1-4-29-3976
153977-30,72-1-1-3-3977
153978-47,97-1-4-1-3978
153979-79,72-0-1-26-3979
153980-27,44-0-3-11-3980
153981-65,96-1-2-22-3981
153982-57,00-0-3-28-3982
153983-54,81-1-1-15-3983
153984-25,89-0-3-21-3984
153985-77,53-1-2-5-3985
153986-52,90-1-3-19-3986
153987-58,96-1-2-0-3987
153988-33,09-1-1-23-3988
153989-31,40-1-1-7-3989
153990-55,38-0-4-21-3990
153991-79,01-1-4-6-3991
153992-64,21-0-2-28-3992
153993-49,19-1-3-0-3993
153994-58,75-0-1-29-3994
153995-64,81-0-4-3-3995
153996-67,80-0-4-10-3996
153997-64,01-1-3-14-3997
153998-70,23-1-2-24-3998
153999-57,67-1-3-8-3999
154000-54,63-1-3-8-4000
154001-47,50-1-3-26-4001
154002-77,97-0-3-21-4002
154003-44,25-0-2-27-4003
154004-41,81-1-3-25-4004
154005-30,18-1-4-5-4005
154006-60,60-0-2-4-4006
154007-56,74-0-3-9-4007
154008-33,49-0-3-1-4008
154009-78,81-1-1-13-4009
154010-66,12-0-2-25-4010
154011-65,97-0-2-19-4011
154012-33,03-1-1-29-4012
154013-26,29-0-4-3-4013
154014-79,35-0-3-21-4014
154015-32,39-1-1-8-4015
154016-40,58-0-2-26-4016
154017-37,96-1-2-17-4017
154018-72,93-1-1-27-4018
154019-57,10-0-3-17-4019
154020-49,43-1-1-10-4020
154021-67,43-1-3-11-4021
154022-70,76-1-2-17-4022
154023-74,47-1-1-14-4023
154024-67,20-0-2-1-4024
154025-37,97-0-2-7-4025
154026-26,04-1-3-15-4026
154027-78,48-0-1-0-4027
154028-36,82-1-4-20-4028
154029-68,55-1-1-17-4029
154030-42,49-0-3-3-4030
154031-32,76-0-1-1-4031
154032-47,47-1-3-28-4032
154033-29,11-0-1-0-4033
154034-57,19-1-3-25-4034
154035-47,06-1-3-19-4035
154036-42,45-0-2-0-4036
154037-32,46-0-3-0-4037
154038-46,70-0-4-4-4038
154039-75,89-1-3-6-4039
154040-73,09-0-2-0-4040
154041-53,83-1-4-26-4041
154042-46,43-0-1-14-4042
154043-58,22-0-2-26-4043
154044-40,58-0-1-27-4044
154045-53,82-1-4-25-4045
154046-70,41-1-1-5-4046
154047-41,87-0-4-12-4047
154048-41,21-1-3-15-4048
154049-39,58-0-4-4-4049
154050-65,82-0-1-24-4050
154051-31,75-1-1-21-4051
154052-56,79-0-3-7-4052
154053-29,94-0-3-24-4053
154054-66,69-1-4-9-4054
154055-49,52-1-1-4-4055
154056-48,72-0-4-25-4056
154057-54,84-1-3-14-4057
154058-28,09-0-2-25-4058
154059-63,62-1-4-23-4059
154060-43,99-0-1-10-4060
154061-61,00-0-2-19-4061
154062-75,51-1-3-20-4062
154063-79,43-1-1-4-4063
154064-33,19-1-2-8-4064
154065-69,59-0-4-29-4065
154066-62,60-1-3-26-4066
154067-68,95-1-4-21-4067
154068-34,97-1-3-12-4068
154069-50,98-0-2-13-4069
154070-47,13-0-2-10-4070
154071-27,48-1-4-23-4071
154072-29,69-0-1-12-4072
154073-66,88-0-2-12-4073
154074-52,73-1-4-3-4074
154075-53,63-1-3-15-4075
154076-26,31-0-2-13-4076
154077-66,25-1-1-2-4077
154078-41,81-0-2-29-4078
154079-76,96-0-4-19-4079
154080-36,52-0-2-24-4080
154081-51,89-1-1-3-4081
154082-54,69-1-4-8-4082
154083-26,20-1-2-2-4083
154084-77,63-0-2-8-4084
154085-48,58-0-3-7-4085
154086-71,41-0-2-25-4086
154087-50,91-1-2-6-4087
154088-49,53-1-3-8-4088
154089-64,06-1-2-16-4089
154090-74,82-0-1-2-4090
154091-44,65-1-2-26-4091
154092-38,82-0-1-6-4092
154093-38,44-0-2-22-4093
154094-60,12-0-2-7-4094
154095-58,22-1-3-15-4095
154096-71,02-1-3-15-4096
154097-30,58-1-4-1-4097
154098-79,99-1-2-3-4098
154099-52,42-0-2-13-4099
154100-45,07-0-3-9-4100
154101-28,22-0-1-15-4101
154102-73,63-1-3-17-4102
154103-70,68-0-3-7-4103
154104-49,66-1-3-29-4104
154105-70,73-0-2-1-4105
154106-34,46-1-4-10-4106
154107-40,78-1-3-4-4107
154108-64,21-0-1-27-4108
154109-52,85-0-4-21-4109
154110-50,93-1-4-0-4110
154111-67,98-1-3-15-4111
154112-71,33-0-4-8-4112
154113-63,54-0-2-28-4113
154114-48,21-1-4-26-4114
154115-64,61-1-4-10-4115
154116-59,79-1-3-5-4116
154117-58,92-0-3-6-4117
154118-73,28-1-3-13-4118
154119-79,58-0-3-6-4119
154120-39,60-0-1-23-4120
154121-57,83-0-1-29-4121
154122-33,33-1-2-9-4122
154123-27,58-0-2-23-4123
154124-43,34-0-4-22-4124
154125-27,39-0-2-24-4125
154126-34,62-1-2-26-4126
154127-51,47-0-4-20-4127
154128-33,42-1-2-24-4128
154129-49,66-1-1-19-4129
154130-47,27-1-2-24-4130
154131-74,22-1-1-0-4131
154132-45,18-1-3-20-4132
154133-29,24-1-1-18-4133
154134-74,00-0-2-6-4134
154135-32,39-0-3-17-4135
154136-70,64-1-1-2-4136
154137-33,08-0-3-5-4137
154138-78,37-0-3-21-4138
154139-57,38-0-4-18-4139
154140-35,02-0-1-28-4140
154141-37,28-1-2-25-4141
154142-66,17-0-2-23-4142
154143-50,45-0-2-1-4143
154144-27,48-0-1-26-4144
154145-33,84-0-1-6-4145
154146-71,70-0-1-5-4146
154147-40,56-0-2-23-4147
154148-76,36-0-1-2-4148
154149-58,03-1-1-21-4149
154150-39,67-1-2-17-4150
154151-69,82-0-2-7-4151
154152-41,62-1-4-5-4152
154153-62,67-0-2-10-4153
154154-31,14-0-2-13-4154
154155-27,00-1-4-8-4155
154156-54,92-0-3-22-4156
154157-79,00-1-2-13-4157
154158-64,43-1-3-7-4158
154159-67,70-1-3-24-4159
154160-35,63-1-2-12-4160
154161-37,50-0-2-20-4161
154162-31,34-1-3-4-4162
154163-68,97-1-4-10-4163
154164-28,01-0-3-24-4164
154165-62,15-1-2-19-4165
154166-56,97-1-2-19-4166
154167-55,16-0-2-21-4167
154168-34,75-0-4-12-4168
154169-36,85-1-2-1-4169
154170-39,72-0-3-18-4170
154171-30,87-0-3-19-4171
154172-56,77-1-2-0-4172
154173-68,15-0-2-11-4173
154174-62,13-1-1-11-4174
154175-66,79-0-1-21-4175
154176-39,64-1-3-11-4176
154177-37,01-1-4-24-4177
154178-32,42-0-4-28-4178
154179-65,05-0-4-4-4179
154180-41,33-0-4-5-4180
154181-48,97-1-2-11-4181
154182-37,47-0-3-11-4182
154183-53,89-0-1-10-4183
154184-78,69-0-1-6-4184
154185-52,04-1-2-6-4185
154186-57,20-0-3-6-4186
154187-28,54-1-1-22-4187
154188-76,88-0-4-14-4188
154189-48,89-1-2-7-4189
154190-70,72-1-2-28-4190
154191-55,63-0-1-28-4191
154192-67,71-1-4-22-4192
154193-46,94-0-4-9-4193
154194-69,21-1-3-23-4194
154195-29,56-1-4-14-4195
154196-34,73-0-3-26-4196
154197-34,93-1-3-21-4197
154198-67,11-1-4-23-4198
154199-57,99-1-2-21-4199
154200-40,71-1-4-3-4200
154201-47,12-1-1-24-4201
154202-50,71-1-4-3-4202
154203-41,34-0-4-8-4203
154204-74,93-1-4-2-4204
154205-35,51-0-2-19-4205
154206-28,66-0-3-17-4206
154207-26,22-1-2-13-4207
154208-76,87-0-4-3-4208
154209-65,08-1-3-11-4209
154210-66,73-0-3-27-4210
154211-32,36-0-4-0-4211
154212-37,68-0-1-21-4212
154213-65,37-1-2-23-4213
154214-26,44-1-3-4-4214
154215-64,08-1-4-5-4215
154216-62,32-1-4-0-4216
154217-55,48-0-3-25-4217
154218-26,24-1-3-11-4218
154219-39,22-1-2-6-4219
154220-79,93-0-3-9-4220
154221-69,53-0-2-15-4221
154222-48,19-0-2-16-4222
154223-43,78-0-1-17-4223
154224-57,32-1-1-1-4224
154225-52,43-1-2-18-4225
154226-35,53-0-4-6-4226
154227-25,95-0-1-26-4227
154228-32,85-1-2-22-4228
154229-35,91-0-3-21-4229
154230-49,46-0-4-21-4230
154231-25,94-1-2-1-4231
154232-55,10-0-4-26-4232
154233-63,05-1-3-8-4233
154234-40,68-1-4-25-4234
154235-25,92-1-1-26-4235
154236-51,81-1-2-26-4236
154237-77,70-0-1-22-4237
154238-46,42-0-3-22-4238
154239-49,86-0-3-14-4239
154240-70,17-1-3-20-4240
154241-58,32-1-3-8-4241
154242-27,24-0-4-29-4242
154243-57,22-0-1-11-4243
154244-58,26-1-3-10-4244
154245-69,08-1-3-16-4245
154246-64,81-0-3-25-4246
154247-49,66-1-3-11-4247
154248-79,31-1-4-17-4248
154249-45,25-1-1-2-4249
154250-58,24-1-1-23-4250
154251-74,16-1-2-16-4251
154252-67,13-0-1-0-4252
154253-72,31-1-2-17-4253
154254-73,38-1-4-23-4254
154255-30,61-1-3-13-4255
154256-47,64-1-2-4-4256
154257-65,60-1-1-18-4257
154258-31,47-0-3-12-4258
154259-40,44-1-3-1-4259
154260-48,58-0-4-7-4260
154261-68,07-1-4-11-4261
154262-29,31-0-3-8-4262
154263-28,08-0-2-15-4263
154264-63,51-0-3-6-4264
154265-74,63-0-2-29-4265
154266-74,24-0-1-22-4266
154267-70,59-0-1-4-4267
154268-52,64-0-4-17-4268
154269-77,84-0-4-23-4269
154270-42,67-1-4-29-4270
154271-76,63-0-2-7-4271
154272-72,64-1-2-8-4272
154273-73,25-0-2-2-4273
154274-33,82-0-3-4-4274
154275-45,00-0-3-7-4275
154276-67,60-1-2-6-4276
154277-41,85-0-2-6-4277
154278-63,05-0-2-2-4278
154279-64,88-0-2-11-4279
154280-68,71-1-1-4-4280
154281-46,27-1-1-25-4281
154282-47,13-0-4-1-4282
154283-29,10-1-1-7-4283
154284-26,06-1-2-10-4284
154285-52,42-0-4-29-4285
154286-38,17-0-3-16-4286
154287-29,02-0-1-9-4287
154288-32,99-1-4-2-4288
154289-59,79-0-1-20-4289
154290-60,77-0-4-21-4290
154291-40,27-0-4-18-4291
154292-45,92-0-1-17-4292
154293-64,26-0-1-9-4293
154294-66,05-1-1-7-4294
154295-25,59-1-3-24-4295
154296-52,24-1-1-3-4296
154297-53,31-1-3-29-4297
154298-29,60-1-1-7-4298
154299-63,87-0-4-11-4299
154300-67,77-1-2-29-4300
154301-74,03-0-3-27-4301
154302-61,20-1-3-13-4302
154303-30,78-0-1-7-4303
154304-55,03-1-3-20-4304
154305-60,55-1-2-5-4305
154306-38,05-0-3-25-4306
154307-63,26-0-2-3-4307
154308-28,08-1-3-3-4308
154309-74,51-1-1-6-4309
154310-41,27-0-4-29-4310
154311-62,66-0-1-13-4311
154312-44,36-0-3-20-4312
154313-51,69-0-1-8-4313
154314-64,67-0-1-18-4314
154315-73,66-0-2-8-4315
154316-37,76-1-1-13-4316
154317-76,47-1-1-6-4317
154318-76,27-1-2-14-4318
154319-59,45-0-3-21-4319
154320-55,44-0-2-19-4320
154321-27,80-0-3-14-4321
154322-39,08-0-4-19-4322
154323-54,92-1-1-2-4323
154324-47,54-1-2-29-4324
154325-62,84-1-1-20-4325
154326-35,40-0-4-13-4326
154327-45,85-1-4-20-4327
154328-30,62-0-1-0-4328
154329-40,25-0-2-13-4329
154330-25,67-1-3-7-4330
154331-31,22-0-2-7-4331
154332-61,40-1-3-25-4332
154333-48,18-1-4-2-4333
154334-36,90-0-3-12-4334
154335-33,11-1-1-27-4335
154336-44,60-1-4-22-4336
154337-65,94-1-4-9-4337
154338-51,38-0-1-8-4338
154339-58,32-1-2-21-4339
154340-74,40-1-2-20-4340
154341-56,77-0-1-11-4341
154342-26,83-1-2-15-4342
154343-26,06-0-3-3-4343
154344-41,96-1-3-4-4344
154345-28,16-1-1-10-4345
154346-42,68-1-1-18-4346
154347-75,50-1-4-27-4347
154348-65,39-1-1-14-4348
154349-70,64-1-2-10-4349
154350-73,67-0-1-19-4350
154351-73,77-1-2-25-4351
154352-76,90-0-2-21-4352
154353-38,65-1-2-3-4353
154354-60,00-1-3-7-4354
154355-25,30-1-3-14-4355
154356-26,68-1-3-1-4356
154357-66,82-0-3-28-4357
154358-25,10-0-1-8-4358
154359-27,52-1-3-17-4359
154360-36,49-1-1-25-4360
154361-31,72-1-4-22-4361
154362-76,05-0-1-15-4362
154363-38,18-1-1-6-4363
154364-70,79-0-4-28-4364
154365-37,75-1-2-29-4365
154366-69,04-0-3-6-4366
154367-75,55-0-4-21-4367
154368-53,33-1-4-22-4368
154369-63,40-1-2-28-4369
154370-40,00-0-4-2-4370
154371-33,27-0-1-24-4371
154372-54,92-0-2-10-4372
154373-77,48-1-3-17-4373
154374-60,31-0-2-12-4374
154375-47,24-0-3-17-4375
154376-47,83-0-3-14-4376
154377-60,39-0-4-18-4377
154378-27,50-1-4-13-4378
154379-41,62-1-2-18-4379
154380-57,36-0-2-3-4380
154381-54,92-1-3-17-4381
154382-52,76-0-3-29-4382
154383-30,18-0-4-2-4383
154384-61,71-0-4-28-4384
154385-73,82-0-4-4-4385
154386-78,90-0-3-26-4386
154387-64,37-1-1-12-4387
154388-63,97-0-4-28-4388
154389-55,67-1-2-6-4389
154390-52,92-1-4-0-4390
154391-45,17-0-2-15-4391
154392-74,15-0-1-8-4392
154393-38,80-1-2-7-4393
154394-50,46-0-4-14-4394
154395-38,10-0-4-20-4395
154396-28,87-1-3-10-4396
154397-51,09-1-4-12-4397
154398-56,45-0-4-27-4398
154399-77,63-0-2-13-4399
154400-35,13-0-3-8-4400
154401-43,73-1-3-29-4401
154402-47,32-1-1-24-4402
154403-43,20-1-3-9-4403
154404-71,10-1-4-6-4404
154405-55,61-0-1-4-4405
154406-74,74-1-2-1-4406
154407-45,58-0-2-14-4407
154408-79,72-0-2-9-4408
154409-42,79-0-3-6-4409
154410-46,11-1-3-17-4410
154411-31,79-1-3-29-4411
154412-78,11-0-1-5-4412
154413-77,24-1-3-12-4413
154414-69,60-0-3-19-4414
154415-34,22-0-3-25-4415
154416-41,02-1-2-13-4416
154417-64,06-1-4-8-4417
154418-32,30-1-2-24-4418
154419-49,30-1-4-16-4419
154420-69,59-0-4-12-4420
154421-66,98-1-3-0-4421
154422-74,56-0-2-29-4422
154423-58,44-0-3-22-4423
154424-28,36-0-2-9-4424
154425-66,45-1-1-18-4425
154426-62,53-1-4-12-4426
154427-68,41-1-1-22-4427
154428-53,14-0-4-3-4428
154429-35,28-0-2-27-4429
154430-76,86-0-4-11-4430
154431-74,73-1-4-5-4431
154432-42,72-1-2-7-4432
154433-73,02-0-3-29-4433
154434-46,15-0-2-13-4434
154435-57,07-1-2-0-4435
154436-75,10-1-2-26-4436
154437-33,32-0-3-6-4437
154438-41,99-0-4-6-4438
154439-60,87-1-4-27-4439
154440-43,38-0-3-28-4440
154441-51,92-0-1-17-4441
154442-48,43-0-2-9-4442
154443-41,89-1-1-3-4443
154444-75,67-1-4-18-4444
154445-30,14-0-1-24-4445
154446-25,56-0-1-20-4446
154447-57,53-1-4-0-4447
154448-34,74-1-3-2-4448
154449-34,48-1-2-7-4449
154450-29,66-1-3-0-4450
154451-62,85-0-4-18-4451
154452-72,09-1-4-5-4452
154453-67,14-0-2-20-4453
154454-46,83-1-2-24-4454
154455-25,52-1-3-18-4455
154456-39,82-1-1-18-4456
154457-74,68-1-2-5-4457
154458-74,29-1-3-8-4458
154459-44,10-1-3-16-4459
154460-68,43-1-2-10-4460
154461-56,65-1-1-4-4461
154462-37,94-1-3-2-4462
154463-72,95-0-2-0-4463
154464-34,74-1-1-2-4464
154465-64,74-1-1-24-4465
154466-62,85-1-4-14-4466
154467-50,55-0-2-17-4467
154468-33,60-1-4-2-4468
154469-32,53-1-2-29-4469
154470-27,72-1-1-27-4470
154471-31,07-1-3-23-4471
154472-71,80-1-1-20-4472
154473-45,40-0-2-1-4473
154474-74,54-0-4-16-4474
154475-76,19-1-4-27-4475
154476-79,20-0-3-7-4476
154477-55,14-0-2-8-4477
154478-26,69-0-3-10-4478
154479-31,00-1-1-26-4479
154480-60,36-1-1-4-4480
154481-32,15-1-1-15-4481
154482-69,02-0-3-20-4482
154483-72,61-0-3-17-4483
154484-59,89-1-2-2-4484
154485-30,22-1-3-13-4485
154486-73,93-1-2-20-4486
154487-53,88-0-2-10-4487
154488-41,91-0-2-22-4488
154489-55,68-0-3-8-4489
154490-68,54-0-4-20-4490
154491-41,41-1-3-4-4491
154492-68,72-1-3-8-4492
154493-56,08-1-4-5-4493
154494-47,70-1-4-5-4494
154495-78,99-0-4-26-4495
154496-78,89-1-3-26-4496
154497-38,56-1-3-19-4497
154498-26,78-0-1-12-4498
154499-60,72-1-4-14-4499
154500-35,96-1-1-22-4500
154501-76,14-1-4-12-4501
154502-38,67-0-2-19-4502
154503-66,04-0-2-23-4503
154504-51,70-0-4-20-4504
154505-41,52-0-3-15-4505
154506-64,97-1-1-15-4506
154507-75,11-1-2-9-4507
154508-47,62-1-2-25-4508
154509-67,30-0-3-20-4509
154510-49,70-1-3-1-4510
154511-77,78-0-1-25-4511
154512-79,53-0-3-25-4512
154513-75,52-0-1-11-4513
154514-50,62-0-2-7-4514
154515-72,21-1-4-21-4515
154516-70,34-0-2-0-4516
154517-35,21-0-1-22-4517
154518-38,91-1-1-4-4518
154519-36,68-0-2-16-4519
154520-41,21-0-4-1-4520
154521-60,18-0-1-8-4521
154522-52,11-0-4-12-4522
154523-36,14-0-2-17-4523
154524-79,15-0-3-15-4524
154525-43,06-0-1-15-4525
154526-43,69-1-2-11-4526
154527-59,97-1-1-16-4527
154528-44,97-1-4-19-4528
154529-35,36-0-2-26-4529
154530-37,56-0-1-19-4530
154531-65,03-0-2-29-4531
154532-79,43-0-2-16-4532
154533-69,62-1-3-5-4533
154534-44,16-1-3-7-4534
154535-27,55-1-1-6-4535
154536-40,57-1-3-2-4536
154537-40,17-0-2-16-4537
154538-37,95-1-3-12-4538
154539-34,76-0-4-23-4539
154540-44,53-1-3-2-4540
154541-67,56-0-3-13-4541
154542-51,45-0-2-12-4542
154543-41,12-1-4-9-4543
154544-62,04-1-4-19-4544
154545-77,24-1-3-9-4545
154546-72,17-0-3-26-4546
154547-38,44-0-2-10-4547
154548-28,64-0-3-9-4548
154549-51,30-0-1-3-4549
154550-66,63-0-3-19-4550
154551-38,84-1-3-11-4551
154552-28,75-1-1-17-4552
154553-45,86-1-1-17-4553
154554-50,11-1-3-23-4554
154555-49,13-0-1-6-4555
154556-61,32-0-2-7-4556
154557-67,41-0-3-2-4557
154558-25,71-0-3-18-4558
154559-73,82-0-4-8-4559
154560-74,62-1-2-11-4560
154561-32,32-0-1-2-4561
154562-65,95-0-2-25-4562
154563-56,36-0-3-17-4563
154564-39,38-1-1-27-4564
154565-76,03-1-4-2-4565
154566-55,62-1-1-11-4566
154567-66,36-0-2-24-4567
154568-51,63-1-1-27-4568
154569-28,12-0-2-26-4569
154570-48,80-1-3-20-4570
154571-35,13-0-3-16-4571
154572-69,33-0-1-22-4572
154573-59,23-0-4-8-4573
154574-67,96-1-1-26-4574
154575-55,59-0-1-28-4575
154576-53,38-0-1-16-4576
154577-51,52-0-1-12-4577
154578-31,08-0-3-9-4578
154579-74,04-1-4-24-4579
154580-75,81-1-3-0-4580
154581-31,01-1-3-12-4581
154582-44,03-0-4-5-4582
154583-70,45-1-1-11-4583
154584-78,70-0-4-7-4584
154585-48,11-1-2-20-4585
154586-53,36-0-4-23-4586
154587-33,72-1-4-11-4587
154588-27,29-0-3-16-4588
154589-58,72-0-4-4-4589
154590-34,88-0-4-16-4590
154591-34,54-1-1-29-4591
154592-63,99-1-1-23-4592
154593-57,47-1-1-24-4593
154594-55,60-0-4-22-4594
154595-49,40-0-4-20-4595
154596-75,44-1-3-27-4596
154597-35,17-0-4-12-4597
154598-72,56-1-3-18-4598
154599-46,67-0-3-19-4599
154600-72,57-1-2-10-4600
154601-50,04-1-2-7-4601
154602-71,71-0-1-29-4602
154603-56,20-1-4-28-4603
154604-34,08-0-1-23-4604
154605-33,28-1-2-7-4605
154606-35,59-0-3-15-4606
154607-68,01-0-3-2-4607
154608-46,21-0-3-28-4608
154609-65,50-0-2-3-4609
154610-55,48-1-2-23-4610
154611-62,91-0-1-0-4611
154612-26,97-1-1-13-4612
154613-66,91-1-3-2-4613
154614-73,04-1-3-25-4614
154615-32,23-0-4-20-4615
154616-26,78-0-4-25-4616
154617-44,52-0-2-20-4617
154618-46,33-0-3-17-4618
154619-37,89-1-4-2-4619
154620-37,87-0-2-23-4620
154621-62,09-0-3-0-4621
154622-40,19-0-4-21-4622
154623-47,65-1-4-3-4623
154624-29,78-1-2-28-4624
154625-32,84-1-4-5-4625
154626-27,89-0-3-0-4626
154627-50,72-0-3-18-4627
154628-45,51-0-4-7-4628
154629-46,63-0-2-17-4629
154630-45,91-1-4-23-4630
154631-29,76-1-3-24-4631
154632-76,85-0-3-26-4632
154633-41,85-0-2-11-4633
154634-36,16-0-1-6-4634
154635-68,54-0-4-7-4635
154636-73,95-1-1-15-4636
154637-67,26-1-2-24-4637
154638-66,85-0-4-19-4638
154639-27,31-1-4-8-4639
154640-40,67-1-2-7-4640
154641-42,73-0-3-12-4641
154642-27,66-1-4-4-4642
154643-46,76-0-2-18-4643
154644-36,05-1-2-17-4644
154645-31,42-1-1-20-4645
154646-49,47-0-1-4-4646
154647-39,94-0-2-24-4647
154648-73,78-1-3-22-4648
154649-59,83-1-4-13-4649
154650-54,83-1-2-5-4650
154651-51,41-0-3-20-4651
154652-49,73-0-2-3-4652
154653-33,80-1-4-15-4653
